ID,Taxonrich,logTN,ELEV,longitude,logprecip,logAREA,logCL,logHCO3,logSO4,SED,STRMTEMP,Percent.AGT,Percent.URB,Percent.Canopy,Riparian.Disturb.
234,68,1.653212514,1434,-119.17495,-0.570929548,2.415020522,1.504077397,8.191042464,5.381738975,33.66336634,9.2,0,0,0,0
235,75,2.871572936,155,-123.717281,1.309683259,0.173953307,4.69501089,6.147108397,4.17438727,35,12.9,0,0,0,0
236,64,2.170261714,1130,-119.45251,-0.489390343,3.236715743,2.939161922,6.927710571,3.645449896,13.33333333,16.4,0,0,0,0
237,39,2.725094521,1480,-107.436944,-0.650087691,4.071587575,2.2300144,8.314705335,4.276666119,60.95238095,11.3,0,0,0.454545455,0.6667
238,22,2.755112267,543,-101.80795,-0.84629836,7.327096993,5.012633297,8.710252228,8.939371191,91.42857143,25.7,42.08,0.66,0.863636364,1.060640909
239,61,1.944482671,654,-122.636111,-0.210721031,3.586292865,5.020585625,7.757696357,5.053694784,23.80952381,14.7,0,0,0.363636364,0
240,51,2.060697841,1174,-110.71565,-0.332679438,4.829033478,3.666122467,7.8933734,5.47436931,24.50980392,6,2.05,0,0.636363636,0.621231818
241,38,2.117271296,2288,-109.80229,-0.703197516,4.286341385,3.927896355,8.250661335,6.377746836,47.61904762,14.7,0,0,0,1
242,47,2.628388929,1407,-104.6275,-1.013352445,3.434309733,4.21508618,8.243727477,3.832979798,93.65079365,26.5,30.64,0,0,1.5
243,41,2.95472479,466,-96.511389,-0.457284857,6.245273085,6.657368991,8.292133878,7.907761964,34.28571429,20.5,95.55,1.23,1,1.598490909
244,37,3.293362555,283,-96.745556,-0.677273831,8.369861873,4.404277244,8.709296243,9.580717017,100,27,79.18,0.43,0.181818182,1.045472727
245,58,1.770852011,1355,-113.99451,-0.170788321,3.041661205,1.916922612,5.519659296,2.557227311,12.59259259,12.7,0,0.37,0,0
246,72,2.267171728,1295,-116.22571,-0.177931208,3.049746862,2.341805806,6.869706519,2.827313622,25.71428571,10,0,0,0.5,0.6894
247,68,1.740362688,756,-122.27986,0.894862784,-0.162518929,2.995732274,5.68729395,2.602689685,0,11.6,0,0,0,0
248,36,3.0523091,312,-97.540278,-0.68319685,6.119923723,6.123369618,8.523931071,8.892844932,95.23809524,25.7,95.64,0.57,0.590909091,0.6667
249,18,3.444669232,1558,-111.868056,-0.802962047,9.209450977,8.49580611,8.231176479,8.683453115,45.71428571,10.5,2.27,0.35,0,0.8788
250,58,2.041392686,647,-121.673889,-0.576253429,3.832979798,4.990432587,7.992845962,6.285439279,5.714285714,16.3,0,0.06,0.090909091,0.901522727
251,32,2.127104797,1402,-111.170556,-0.117658043,7.794254622,3.563882964,7.584407358,6.384013263,47.61904762,18.3,3.22,0.05,0.181818182,1
252,37,2.887054378,603,-101.01628,-0.816445397,5.637250858,4.767289035,8.874709441,7.209710011,57.14285714,19.1,47.42,0.03,0.272727273,1.037886364
253,43,2.320146286,154,-123.50137,0.235862324,5.785669634,5.384495063,5.968809838,3.034952987,38.0952381,18,4.6,0.02,0,0
254,49,2.661812687,2376,-111.57751,-0.223143551,5.298517347,4.339901708,7.418316031,3.897924081,26.66666667,12,0.2,0.01,0,0.42425
255,56,2.212187604,1047,-120.86765,0.239803992,3.136363403,2.862200881,6.544928595,3.387774361,1.052631579,9.8,0,0.01,0.227272727,0
256,67,1.991226077,506,-123.41309,0.491642804,3.846951009,3.17805383,6.973896889,3.113515309,1.904761905,15.3,0,0,0,0.181827273
257,70,1.991226077,1715,-122.529722,0.306749135,1.738710248,3.254242969,6.537133529,2.995732274,10.47619048,15.1,0,0,0.227272727,0
258,34,2.979548375,326,-98.07447,-0.816445397,8.979586687,6.064715009,8.296568715,8.4037557,62.74509804,24.5,71.49,0.4,0.636363636,0.121218182
259,62,1.819543936,1010,-121.65964,0.357674444,2.323367632,2.970414466,5.935145487,2.747270914,12,12.4,0,0.51,0,0
260,69,2.357934847,1375,-116.97444,-0.36672528,1.297463147,4.957234517,7.827232927,4.14472077,36.19047619,14.9,0.02,0.08,0,0
261,18,2.755112267,1102,-106.10215,-1.005121946,9.565948347,8.937179028,8.093413694,10.36437791,99.04761905,27,1.26,0.04,0.863636364,0.575772727
262,52,2.462397998,1380,-118.82789,-0.132389188,4.023385473,2.602689685,6.651063419,2.721295428,8.571428571,15.5,0,0.01,0.136363636,0
263,67,3.278296209,2215,-115.96684,-0.235722334,1.89009537,4.206184044,7.069596029,9.354665799,13.33333333,13.2,0,0,0.045454546,0
264,28,2.760422484,2221,-114.276667,-0.765717873,0.598836501,6.43422544,7.368152918,5.320567975,28.57142857,21,0,0,0.454545455,1.5
265,40,2.255272504,1875,-108.97902,-0.652005237,4.688591794,4.287715955,8.128376624,7.590751108,7.692307692,5.1,0.83,0,1,1
266,64,2.281033366,1231,-118.73584,-0.375420987,5.076110876,3.653252276,7.01037053,4.588024027,9.803921569,13,0,0.24,0.181818182,0.33335
267,66,2.184691431,230,-123.29801,0.872547809,4.879615032,4.790819533,5.94877362,3.6558396,26.66666667,15.5,0,0.03,0.045454546,0.363640909
268,69,2.344392274,258,-121.728611,0.038258712,1.208960346,5.455748374,7.82342862,6.473736363,9.523809524,14.6,0,0,0,0
269,75,1.903089987,575,-122.911111,0.24137632,4.26394668,5.153291594,7.81516423,4.909709376,2.857142857,12.3,0,0,0,0
270,57,2.127104797,658,-120.20966,-0.757152511,5.894843509,4.441474093,8.096843049,6.141822329,26.66666667,22.2,1.63,0,0.863636364,0.909090909
271,53,2.096910014,2699,-109.981944,-0.210721031,2.757475084,2.140066163,7.191922563,5.11559573,13.33333333,13.3,0,0,0.590909091,0
272,56,2.541579243,1753,-116.999167,-0.42617815,5.266104044,5.718014057,7.822536071,4.480740108,7.619047619,13.6,0.03,2.76,0,0
273,72,2.025305866,313,-123.74491,0.608678024,4.283448621,4.918520005,6.863264061,3.947390149,8.571428571,15.1,0,0,0,0
274,59,2.033423755,214,-124.04,0.661140384,1.909542505,4.97742316,7.261933484,6.003887067,5.714285714,13.9,0,0,0,0
275,38,2.658011397,1013,-106.16078,-0.796287939,6.176075149,6.253059285,8.891871699,10.63347762,92.38095238,9.4,1.74,0,0.954545455,1.25
276,43,1.544068045,1415,-118.51285,-0.294371061,3.413455279,2.587764035,6.554914404,2.261763098,11.82795699,13,0,0,0,0
277,63,1.892094603,1156,-119.81356,-0.369615455,4.578312732,3.025291076,7.68770802,2.681021529,6.666666667,13.5,0,0,0.25,0.047621429
278,47,2.840733234,883,-103.3443,-0.93140437,5.302757495,5.088830142,9.518741668,8.879862135,89.52380952,25.4,6.51,0,1,1.5
279,41,3.03702788,641,-102.13625,-0.869884359,8.246743125,5.926659324,8.431853144,9.345247068,39.04761905,23.5,73.71,1,0.818181818,1.840922727
280,43,2.220108088,1034,-120.11004,-0.791863153,2.501435952,4.428433007,8.180192295,3.6558396,91.42857143,14.1,0,0,0.5,1.5
281,30,2.127104797,437,-99.45147,-0.725670372,4.063369758,7.980263126,7.915742031,10.10601607,9.523809524,22,48.64,1.02,0.863636364,0.5
282,54,1.799340549,597,-119.40537,-0.474815186,4.009149716,4.445001434,8.103174808,8.788639169,5.714285714,21.5,0.06,0.13,0.090909091,0
283,57,1.643452676,1606,-114.52056,0.400117502,2.450142657,1.774952351,7.202461623,3.947390149,7.692307692,8.6,0,0,0,0
284,77,2.340444115,1203,-122.07407,0.807814256,-0.356674944,2.923161581,5.787125759,1.30833282,14.28571429,11.6,0,0,0.363636364,0
285,12,2.902546778,597,-100.7625,-0.763569645,8.188163987,4.168214411,7.960241729,5.986200717,98.05825243,23.9,23.18,0.1,0.227272727,1.5
286,31,2.658964842,1852,-111.043056,-0.515838166,6.260460619,7.218763177,8.23828917,8.058643712,8.571428571,10.2,0.12,0.11,0,1.6667
287,45,1.919078091,1021,-119.248889,-0.731888009,5.052416828,5.582367853,8.164869339,8.748193795,21.73913044,17.8,0.38,0.05,0.357142857,0
288,41,2.606381365,2194,-109.13311,-1.055552799,5.294108522,6.196647773,8.449691815,7.505932222,91.42857143,18.2,1.52,0.02,0.954545455,1.454545455
289,59,1.732393759,1172,-114.91584,0.053540767,4.786324395,2.140066163,5.714656471,2.493205453,8.571428571,13,0,0,0.136363636,0
290,37,2.238046104,1847,-109.52484,-1.22758267,4.765160922,5.567580853,8.64224221,8.042281537,26.66666667,17.4,0.07,0,1,1.5
291,50,1.949390008,222,-119.380556,-0.450985623,3.103240481,6.201725473,8.386680096,7.300270228,5.714285714,15.7,0.13,0.09,0,0
292,57,2.079181245,602,-120.634444,-0.020202707,3.296577333,3.234749174,7.384563827,5.155601064,51.92307692,12.6,0,0.02,0.454545455,1.250004546
293,43,3.289811838,736,-102.47196,-0.869884359,4.685459017,5.926659324,9.452087434,9.977847993,86.66666667,16.9,79.69,0,1,0.33335
294,80,1.880813592,1290,-118.87883,-0.396009949,3.061988069,2.370243741,6.724124465,2.57261223,7.5,15.6,0,0,0,0.788484615
295,22,3.623249289,591,-104.557222,-1.120857898,7.955772275,6.831198156,9.720448819,9.935949902,100,20,67.4,0.19,1,1
296,31,3.08635983,1973,-108.11488,-0.693147181,4.629277261,5.647212123,8.489712019,8.195195689,47.61904762,17,0,0,1,1.5
297,39,2.456366032,2988,-109.91033,-0.286349627,2.443216223,2.397895273,4.778493042,3.335769576,2.857142857,15.2,0,0,0.045454546,0.553040909
298,67,2.158362493,653,-118.320278,-0.68319685,2.950211758,3.310543013,7.359536382,5.637998734,20,11,0.17,0,0,1.431818182
299,32,2.037426498,968,-111.8295,-0.537854296,7.007111807,6.32022858,8.493591236,4.808927024,23.80952381,22.3,0,0.55,0.727272727,0
300,45,2.936513743,555,-101.11893,-0.841647189,6.202596244,5.59805152,8.911605984,9.220211492,93.33333333,18.6,37.62,0.47,0.454545455,0.7879
301,22,3.116607745,369,-97.0092,-0.486133011,6.083177355,5.549076085,7.930170235,9.612994867,100,33,95.84,0.32,0.958333333,1.122592935
302,31,2.35410844,847,-118.389722,-0.809680997,9.557822491,6.472655366,7.850073577,6.377746836,25.71428571,9.3,2.58,0.21,0,0
303,67,1.591064606,892,-116.50889,0.262364264,4.682501529,2.066862759,6.182892432,3.549617387,5.714285714,11.7,0.02,0.08,0.318181818,0.613636364
304,32,2.445604203,1248,-116.815,-0.363843433,3.54587476,6.380800273,7.978141994,5.97761914,64.76190476,19.2,0.62,0.05,0.227272727,0
305,33,3.301897717,635,-117.66951,-0.879476759,4.570475216,4.333361463,7.63966176,5.13990763,46.66666667,5.6,76.71,1.26,0.727272727,0
306,26,3.0523091,642,-101.43027,-0.834710745,3.746204521,5.437644432,8.4522802,9.662008173,94.28571429,14.4,45.91,0.54,0.909090909,1.5
307,52,1.799340549,885,-121.5505,-0.022245609,2.473171394,3.505557397,6.76310747,1.252762968,6.730769231,11.7,0,0.47,0.318181818,0
308,49,2.357934847,973,-120.58642,-0.200892942,1.311031877,3.091042453,8.197393355,3.446807893,81.90476191,7.4,0,0.46,0.454545455,0
309,13,2.764176131,934,-103.969722,-0.918793862,9.039867541,5.661918271,7.718109917,9.841681295,99.04761905,16.8,6.47,0.37,0.727272727,1.5
310,42,3.354300561,455,-99.06148,-0.834710745,7.536742533,6.343001313,8.746186056,9.103489858,94.23076923,23.4,56.96,0.3,0.818181818,1.5
311,36,2.612783858,486,-113.53074,-0.928869514,7.504286928,6.889183893,8.149708316,6.605703793,57.14285714,27,0.01,0.04,1,0.204545455
312,65,1.799340549,1448,-120.724444,-0.36672528,3.755603086,3.478158423,7.625221832,1.791759469,39.04761905,11.1,0,0.04,0.318181818,0
313,37,2.225309282,2027,-108.16369,-0.527632742,5.583909757,5.388615005,8.027287544,8.387107285,30.47619048,16.1,15.11,0,0.409090909,1.181818182
314,46,2.257678575,2718,-105.648056,-0.733969175,6.505036397,3.349904087,7.069603896,6.172326706,67.61904762,17.7,9.38,0.13,1,1.5
315,44,2.893761761,865,-102.816944,-0.8603831,8.656156554,5.982928216,8.358090772,8.484339367,91.42857143,20.2,10.47,0.13,0,1.5
316,51,2.350248018,1856,-104.86668,-0.703197516,5.604588094,7.354810087,7.668619518,6.850761557,51.42857143,19.6,4.33,2.94,0.727272727,0
317,31,2.654176542,1518,-104.678056,-0.789658081,9.185213315,4.574710979,7.048979478,6.575354742,20,22.4,2.34,0.62,0.954545455,1.5
318,49,2.287801729,1630,-115.34215,-0.830113036,3.367985247,5.961263038,8.462736583,6.496020558,41.90476191,12.9,7.8,0,0.136363636,1.5
319,46,2.716003344,777,-117.36697,-0.999672341,5.21520746,4.473921899,8.141720093,7.59578941,29.52380952,13.8,0.7,0,0.227272727,0
320,76,2.033423755,1147,-119.59314,-0.731888009,2.747911735,2.687847494,7.563207054,1.722766598,12.38095238,14.2,0,0,0.045454546,1.431818182
321,40,2.27415785,251,-118.75907,-0.202116184,11.64544796,6.995399789,8.248333658,8.842792243,54.28571429,16.1,18.07,1.85,0.636363636,1.23485
322,43,2.64246452,43,-124.079444,0.207014169,1.235471471,5.564137192,5.62096575,3.280911216,83.80952381,12.9,3.68,0.47,0,0
323,73,2.387389826,2660,-106.118889,-0.381260419,4.482211279,1.960094784,6.697945996,4.869839484,29.52380952,20.2,4.37,0.2,0.772727273,1.363636364
324,71,1.380211241,672,-121.55199,0.748108739,4.841348416,2.917770732,5.665694873,3.325036021,10.47619048,8.2,0,0,0,0
325,56,2.05690485,2501,-105.991111,-0.463624022,5.781514823,2.980618636,7.08161477,5.138735297,35.23809524,15.3,0.26,0.05,0.272727273,0.833359091
326,44,2.29225607,2993,-106.395,-0.305167387,4.684905154,2.104134154,6.228065145,6.646260636,22,6.1,0.01,0,0,0
327,38,2.149219113,980,-116.654444,-0.368169323,3.374168709,6.064947324,7.316732668,6.928635757,34.28571429,11.4,0.38,1.96,0.136363636,0
328,25,3.237794992,1856,-114.82179,-1.046969056,7.445540213,6.64976145,8.295299109,7.879064359,100,11.7,0.7,0.39,1,1.5
329,93,1.812913357,937,-122.65529,0.421338457,0.262364264,2.261763098,6.533419584,5.029129877,8,14.5,0,0,0,0
330,46,2.387389826,25,-124.17024,0.37775127,3.476923092,6.819798,7.959788058,6.852770971,15.23809524,16.5,3.07,0,0.090909091,0.280313636
331,43,2.703291377,1941,-119.451944,-0.918793862,1.235471471,6.354543939,7.611133257,5.797272818,59.18367347,11,0,0,0,1.5
332,43,2.178976946,2571,-105.591111,-0.26918749,3.737193314,2.954910279,5.61905336,4.259859001,3.96039604,11.2,0,0.71,0,0
333,39,2.423245875,1502,-111.07074,-0.394525168,5.040776451,4.872139217,7.812096499,5.792098556,30.47619048,22.9,0,0.22,0.363636364,0
334,26,2.745074791,804,-102.51083,-0.862749965,8.919758098,5.744604469,8.190678929,8.196932829,61.90476191,24.7,9.71,0.11,0.727272727,1.424245455
335,57,1.954242509,924,-119.715556,-0.457284857,4.342765921,5.533389489,8.1472603,8.846281088,29.52380952,24.2,0.04,0.02,0.181818182,0
336,37,1.880813592,2612,-117.387222,-0.585190039,2.189416395,2.862200881,5.582932585,3.401197382,14.28571429,8.5,0,0,0.727272727,1.454545455
337,62,2.245512668,853,-121.63343,-0.298406036,3.121924299,2.862200881,6.526540612,1.960094784,51.81818182,9.9,0,0,0,0
338,60,2.545307116,1215,-118.84265,-0.551647618,4.349761674,3.594568775,7.684177581,3.165475048,21.90476191,15.7,0,0,0.818181818,1.5
339,73,1.806179973,880,-120.30551,-0.012072581,3.059645599,1.722766598,6.450481525,3.511545439,6.666666667,12.3,0,0,0,0
340,21,2.488550718,141,-118.993611,-0.42007126,6.928694515,5.316157285,7.731880611,4.630837933,41.90476191,24.3,1.01,0.22,0.181818182,0
341,57,2.252853032,315,-119.836111,-0.536143432,2.193885676,6.478509642,8.297822355,8.25935467,10.47619048,14.9,0.01,1.26,0,0
342,29,3.435844366,405,-97.25068,-0.491022996,4.977492076,5.763308454,8.332021256,9.853929594,90.47619048,19.1,98,0.06,0.954545455,1.909127273
343,69,1.892094603,1490,-118.66608,-0.235722334,3.345684672,1.987874348,5.667097743,3.258096538,0,12.6,0,0,0,0
344,43,2.495544338,2426,-109.359167,-0.62735944,1.335001067,2.493205453,6.199035472,3.671224519,100,14.2,0,0,1,1.5
345,20,3.804888746,1536,-111.863611,-0.807436327,9.445327115,9.433851856,8.945297293,9.098972962,99.04761905,14.9,4.46,0.38,0.272727273,0.7273
346,30,2.626340368,1312,-119.11575,-0.713349888,8.67845453,5.586499314,7.476284934,6.246300545,90.47619048,21.6,4.22,0.19,0.136363636,1
347,46,1.740362688,2346,-109.43339,-0.391562203,3.008648499,3.210843653,6.453001182,4.574710979,22.85714286,19.6,0,0,0.454545455,0
348,63,1.880813592,222,-123.918333,0.461215123,4.738826571,5.134621274,7.851950745,5.918356075,4.761904762,21.5,0,0,0.136363636,0.060609091
349,38,2.568201725,2452,-105.23408,-0.629233855,2.38416508,6.21019839,7.325199023,3.688879454,43.85964912,19.4,0.59,0.05,0.291666667,1.5
350,39,2.017033339,2096,-113.656667,-0.236988958,4.982030037,2.541601993,7.67298984,6.389737185,6.666666667,13.3,0,0.01,0.909090909,0.697
351,49,2.123851641,2690,-107.447222,-0.271808723,3.0301337,2.066862759,5.950604556,3.314186005,13.86138614,5.6,0,0,0.136363636,0
352,71,1.90848502,1573,-115.64173,-0.008032172,2.837322537,1.987874348,5.287281697,2.415913778,13.33333333,9.2,0,0,0,0
353,28,1.982271234,1570,-122.811389,0.247641023,3.08876714,1.504077397,6.523622643,2.442347035,8.571428571,21.5,0,0,0.318181818,0
354,19,3.146748014,1890,-114.881944,-1.142564176,0.693147181,5.105945474,8.169840366,6.152094193,46.66666667,19.3,0,0,1,1.5
355,42,2.498310554,1858,-107.710278,-0.412489723,4.711330382,5.072670685,8.199927954,7.640796023,22.85714286,18,0.13,0,0.454545455,0.181827273
356,43,2.149219113,1986,-107.124167,-0.921303274,2.020222182,3.899950424,7.780008435,5.967684018,34.28571429,12.4,0,0,0.909090909,1
357,15,3.930694387,214,-117.500278,-1.241328591,0.587786665,8.006834125,8.109745809,7.526286666,85.71428571,21,70.02,4.69,1,0.484872727
358,30,3.582404299,867,-103.35518,-0.921303274,5.426842499,7.484705665,9.380516951,9.394377124,100,14.6,68.21,0.06,1,1.5
359,71,2.706717781,485,-123.37293,0.134530893,1.880990603,4.674696249,8.201962311,5.376666333,3.80952381,13.4,0,0.8,0,0
360,46,2.267171728,2317,-112.06266,-0.52256088,3.864092472,4.571613402,7.800305625,4.465908119,18.0952381,14.1,0,0.02,0,1.189395455
361,61,2.11058971,595,-120.469722,0.124868982,3.772990797,3.751854253,6.808191398,3.931825633,18.0952381,20.3,0,0,0,0
362,31,2.350248018,2675,-106.376111,-0.551647618,3.702782359,4.158883083,7.579505461,4.821087692,64.76190476,9.4,0.38,0,0.045454546,0
363,42,2.322219295,2207,-114.700556,-0.33128571,4.187683103,2.980618636,7.157539982,4.17438727,33.33333333,12.5,0.12,0,0.272727273,1.5
364,36,2.910624404,601,-101.73285,-0.862749965,8.476502438,5.80934297,8.333577037,9.515174503,68.57142857,18.9,69.78,0.88,0.863636364,1.295459091
365,74,1.968482948,813,-123.364444,0.234281296,4.016202824,3.433987204,7.55978563,4.289088639,8.571428571,13.1,0,0,0.045454546,0
366,31,3.262688344,531,-100.950556,-0.874669057,8.448023161,8.495887836,8.675367281,10.77509677,85,30.7,15.94,0.37,0.227272727,1.272736364
367,60,2.359835483,2703,-110.387222,-0.183922838,4.907937896,2.493205453,5.425781992,3.629660094,24.76190476,12.5,0.07,0,0.181818182,0
368,52,1.662757831,553,-120.65988,-0.135819723,5.045551886,3.496507561,7.516710638,4.297285406,13.33333333,14.1,0,0.39,0.318181818,0
369,41,3.345373732,330,-97.29279,-0.691149178,7.91216311,6.582855819,8.79581353,8.564114945,88.57142857,21.5,75.5,0.29,0.5,1.772740909
370,69,2.187520722,458,-120.052778,-0.541284831,2.979094632,6.105462651,8.684561654,8.827292118,20,15.7,0.1,0.04,0,0
371,57,2.328379602,1248,-114.78078,0.506817602,2.637627737,1.960094784,6.86320342,3.314186005,7.826086957,6.8,0,0,0,0
372,45,2.193124598,1559,-118.72644,-0.302457358,2.039920784,2.740840024,7.060327857,3.624340933,20,22,0,0,0.5,0.6667
373,62,2.431363765,2411,-106.32226,-0.274436846,0,2.90690106,8.213811184,3.708682081,32.78688525,14.5,0,0,0,0
374,39,2.220108088,1931,-111.443611,-0.524248644,2.543175558,4.845760651,7.933779312,4.894101478,97.14285714,18,0,0,1,1.5
375,54,1.903089987,1642,-117.46555,0.449162963,3.460409241,2.174751721,5.694241308,2.351375257,21.15384615,11.9,0,0,0,0
376,43,2.656098203,451,-99.043,-0.482886255,5.883795814,7.032182857,8.221541311,10.03236877,65.71428571,29,41.21,0.22,0.454545455,0.697
377,36,3.104145552,73,-120.549167,-0.908818717,3.807772984,9.461371427,8.856600972,9.344521553,34.28571429,15.6,2.75,2.3,0.272727273,0.954545455
378,62,1.361727836,880,-120.683333,-0.085557888,2.386006701,3.025291076,6.994215504,3.511545439,10.47619048,9.1,0,0.13,0.045454546,0
379,62,2.149219113,1958,-114.14713,-0.497580397,2.939690883,2.32238772,6.110204902,2.721295428,44,14,0,0,1,0.780309091
380,41,1.86332286,1677,-118.60722,-0.30788478,-0.544727175,2.2300144,6.500044387,4.588024027,14.28571429,9.8,0,0,0,0
381,42,2.846955324,1496,-121.25764,-0.40947313,7.036306793,2.624668592,7.051895449,0.832909123,25.96153846,19.4,0,0,0.181818182,1.5
382,31,3.708675794,14,-121.446111,0.245296356,8.680190906,7.357556201,6.994194409,6.277395087,63.80952381,23.5,1.68,2.32,0.136363636,0.515177273
383,23,1.806179973,859,-112.08298,-0.594207233,5.155254984,4.421247348,8.092057925,4.850466542,20.95238095,21.4,0,0,1,0
384,51,1.799340549,1988,-119.53587,0.144100344,4.722864329,4.239886868,5.806450368,2.261763098,2.857142857,8.3,0,0,0.090909091,0
385,26,2.348304863,3265,-106.360556,-0.265268478,2.317473705,2.302585093,5.850636017,5.089446475,90.47619048,5.4,0.04,0,0.636363636,0
386,51,1.929418926,1586,-111.620556,-0.171975265,4.908676394,2.493205453,7.329497572,5.771441123,19.04761905,11.8,0.43,0,0,1.393940909
387,54,1.69019608,1160,-114.367778,0.141499562,3.8019849,1.360976553,7.289523146,3.983413002,27.61904762,10.4,0,0,0,0
388,62,1.85125835,1943,-110.43969,-0.572701027,-0.040821995,2.261763098,7.490043648,4.604169686,40,8.8,0,0,0,0
389,81,2.728353782,197,-123.61917,1.145495875,-0.544727175,4.936629881,5.334369604,4.394449155,28.42105263,10.6,0,0,0,0
390,29,2.897077004,944,-105.316389,-1.044124103,8.436572984,7.116394144,8.591775665,10.64373776,60,10.6,2.91,0.09,0.545454546,0.6667
391,59,1.90848502,1854,-111.40256,-0.225646682,4.313747794,4.248495242,8.276152512,3.394508394,7.619047619,17.3,0,0,0.136363636,0
392,33,2.117271296,2781,-106.6725,-0.537854296,3.890595058,1.916922612,6.365769775,3.46260601,23.80952381,7.4,0,0,0.181818182,0
393,47,2.563481086,1917,-115.703333,-0.94160854,2.480731278,5.691709893,7.555695867,5.250701513,77.14285714,17.3,0.02,0,0.909090909,1.5
394,68,2.060697841,1036,-119.1499,-0.433864583,2.856470206,2.397895273,6.687094892,2.197224577,3.80952381,15.1,0,0,0.227272727,0.348495455
395,35,3.192846115,288,-97.28726,-0.731888009,7.875309305,7.871692664,8.716650779,9.518824572,100,19.4,92.53,0.44,0.636363636,1.0985
396,29,3.487138375,500,-100.21397,-0.816445397,8.558427261,6.752971065,8.897687918,9.413607693,60.95238095,21.1,39.45,0.22,1,1.5
397,42,2.041392686,2014,-109.3968,-1.108662625,4.547752915,6.008813185,8.190410143,6.343528878,33.33333333,21.4,0,0,1,1.5
398,59,1.462397998,771,-121.700833,0.748108739,3.139832618,2.879198457,5.455859432,4.404277244,2.727272727,11,0,0.39,0,0
399,53,2.547774704,881,-103.278611,-0.711311151,4.480513581,6.31300442,8.135053029,10.19308903,100,18,20.29,0.32,0.272727273,1
400,51,2.471291711,2154,-106.875833,-0.572701027,3.64805746,3.407841924,7.202790749,4.075841091,21.90476191,13.2,0,0,1,0.98485
401,45,2.460897843,1506,-119.11845,-0.717439873,3.48553853,4.563305982,8.039133842,9.728443451,70.47619048,25.3,0.53,0.01,0.818181818,0.742454546
402,60,1.707570175,2244,-119.875278,0.351360849,2.820783471,1.568615918,6.278791708,3.165475048,20.95238095,13,0,0,0.636363636,0
403,41,1.579783597,1682,-110.74877,-0.149660775,4.907642344,2.901421594,7.245008075,4.991792206,7.692307692,9,0,0.38,0.272727273,0
404,48,1.991226077,1820,-115.12612,-0.433864583,0.500775288,2.667228207,6.875834179,2.827313622,28.57142857,13.6,0,0,0.045454546,0
405,28,2.826722519,275,-97.56279,-0.770028225,7.075259262,6.174410909,8.204111538,8.521384396,81.90476191,22.1,91.6,0.33,0.318181818,1.560609091
406,17,3.254789686,1771,-119.442222,-1.158362293,2.294552921,4.6121458,6.080018584,4.572646994,61.53846154,9,0,0,0.818181818,1.5
407,15,2.865696061,1038,-103.78653,-0.796287939,6.297403936,9.593655299,8.159369021,10.9380874,96,30.1,2.8,0.27,0.954545455,1.5
408,57,2.397940009,2666,-108.233333,-0.283690051,3.511545439,2.564949357,6.436395751,4.778282804,12.38095238,15.8,0.01,0,0.045454546,0
409,52,1.72427587,1921,-121.25805,0.178982656,1.827769907,1.774952351,6.142555551,1.30833282,18.18181818,5.4,0,0,0.136363636,0
410,86,2.149219113,384,-123.08252,0.317726194,0.285178942,3.96081317,6.631518854,2.041220329,31.42857143,10.5,0,0,0,0
411,30,2.28555731,878,-116.681667,-0.393042588,3.736001561,6.110136077,7.321190667,6.946398903,67.61904762,12.7,0.26,1.36,0.545454546,1.5
412,59,2.835056102,969,-111.95341,-0.850971266,9.154878401,5.90290652,8.247480957,6.542616042,33.65384615,22.7,0.33,0.42,0.636363636,0
413,38,2.541579243,1186,-119.03187,-0.802962047,1.517322624,3.802208139,7.992121912,1.648658626,15.46391753,20.4,0,0,0.045454546,1.5
414,37,2.733197264,2469,-111.083333,-0.644357016,2.432735777,4.936629881,8.165540188,6.080848108,5.714285714,14.3,0,0,0,0
415,55,2.324282455,870,-118.97695,-0.438504962,6.944627082,2.564949357,6.544801805,1.987874348,7.619047619,24.8,0.85,0.12,0.454545455,0
416,44,1.662757831,1279,-118.49073,-0.311974765,3.839667343,2.493205453,6.564120654,2.197224577,19.62616822,16,0,0,0.041666667,0.694475
417,40,2.096910014,2104,-110.74587,-1.005121946,4.445118798,6.925791641,8.409271398,8.647589675,93.33333333,12,0,0,1,1.5
418,63,2.176091259,2223,-107.019,-0.191160505,5.591322745,2.701361213,6.80406337,5.453610251,9,16.1,0.89,0,0.045454546,0
419,57,2.103803721,2227,-115.223333,-0.238257189,0.741937345,3.234749174,8.135202265,4.452019006,2.857142857,12.8,0,0,0.136363636,1.5
420,45,2.127104797,1329,-119.51709,-0.699165253,3.720378121,2.104134154,8.314056658,7.624570157,84.76190476,16.3,0,0,0.636363636,1.462122727
421,72,2.340444115,1018,-117.42313,-0.219400565,3.16674007,3.054001182,7.513454987,5.528237902,44.23076923,20.7,0.56,0,0.090909091,0.863636364
422,41,2.831869774,1670,-107.248056,-0.691149178,4.268157804,2.844909384,7.775344004,5.308267697,15.23809524,20.3,1.13,0,0.272727273,0
423,54,2.190331699,1700,-118.31331,-0.116533816,3.234355396,2.197224577,5.835705074,4.166665224,38.0952381,9.8,0,0,0,0
424,27,3.039810555,720,-119.44512,-0.814185509,4.380901001,5.620763119,8.247417571,5.302807272,90.47619048,10,1.68,0,1,1.5
